ReNamn;Företag;Gruppnamn;RE;StartHour;EndHour;StartMonth;EndMonth;Hur de tar ut abonnerad effekt/höglast;Källa;Kommentar
REL00288;LKAB Nät AB;;REL00288;6;22;11;3;LKABs nät tas om hand av Vattenfall. Högspänning N2T: Tar ut en månadseffektavgift för varje månad (34 kr/kW/månad) för den högsta uttagna medeleffekten under en timme under månaden. I DATAN STÅR DET INTE 34,det står 34*12. Högbelastavgift betalas bara under höglasttiden (klockslag inkluderat), ovanpå den vanliga månadsavgiften.;https://www.vattenfalleldistribution.se/globalassets/2.-foretag/abonnemang-och-avgifter/avtal-och-elnatsavgift/prislista-effekttariffer-2025-01-foretag.pdf;
REL00590;LKAB Nät AB;;REL00590;6;22;11;3;LKABs nät tas om hand av Vattenfall. Högspänning N2T: Tar ut en månadseffektavgift för varje månad (34 kr/kW/månad) för den högsta uttagna medeleffekten under en timme under månaden. I DATAN STÅR DET INTE 34,det står 34*12. Högbelastavgift betalas bara under höglasttiden (klockslag inkluderat), ovanpå den vanliga månadsavgiften.;https://www.vattenfalleldistribution.se/globalassets/2.-foretag/abonnemang-och-avgifter/avtal-och-elnatsavgift/prislista-effekttariffer-2025-01-foretag.pdf;
REL00118;Luleå Energi Elnät AB;;REL00118;-;-;-;-;"DEBITERING Kostnad för angiven abonnerad effekt och fast avgift debiteras månadsvis. Överuttagsavgifter debiteras månaden efter överskridandet eller senast i samband med årsavräkningen. UTNYTTJAD EFFEKT
Den utnyttjade aktiva respektive reaktiva effekten under året anses vara de högsta värdena av uttagen medeleffekt under en timme. Obs, vi antar att det aldrig blir ett överuttag, utan företaget abonnerar alltid på tillräckligt med effekt, som är deras högsta uttag under året.";https://www.luleaenergi.se/produktion-och-infrastruktur/elnat/natpriser-och-avtalsvillkor/;
REL00117;Lunds Energi AB;;REL00117;-;-;-;-;;;Har tagits övertagits av kraftringen
REL00119;Lunds Energi AB;;REL00119;-;-;-;-;;;Har tagits övertagits av kraftringen
REL00123;Malung-Sälens Elnät AB;;REL00123;6;22;11;3;Bestäms på årsbasis. Abonnerad effekt är högsta timvärdet under året. Högbelasteffekt är genomsnittet av 5 st månadsmaxvärden under HB-tid.;https://malungselnat.se/elnat/nattariffer/;
REL00126;Mellersta Skånes Kraft ek. för.;;REL00126;-;-;-;-;Abonnemangsavgift debiteras för den under året abonnerade effekten. Effektavgift debiteras efter det högsta uppmätta månadsvärdet för levererade entimmeseffekt. Antar att abonnerade effekten är laddprofilens effekttopp.;https://mskraft.nu/natpriser-t/;
REL00127;Mjölby Kraftnät AB;;REL00127;-;-;-;-;Abonnemangsavgift baseras på abonnerad effekt och betalas uppdelat per månad. Antas vara effekttoppen i laddprofilen.;https://www.mse.se/kundservice/priser-och-avtal/priser-elnat-2025/;
REL00066;Mälarenergi Elnät AB;;REL00066;-;-;-;-;Månadseffektavgift erläggs för högsta utnyttjad timeffekt under varje månad.;https://www.malarenergi.se/el/elnat/priser-elnat/;
REL00240;Mälarenergi Elnät AB;;REL00240;-;-;-;-;Månadseffektavgift erläggs för högsta utnyttjad timeffekt under varje månad.;https://www.malarenergi.se/el/elnat/priser-elnat/;
REL00241;Mälarenergi Elnät AB;;REL00241;-;-;-;-;Månadseffektavgift erläggs för högsta utnyttjad timeffekt under varje månad.;https://www.malarenergi.se/el/elnat/priser-elnat/;
REL00267;Mälarenergi Elnät AB;;REL00267;-;-;-;-;Månadseffektavgift erläggs för högsta utnyttjad timeffekt under varje månad.;https://www.malarenergi.se/el/elnat/priser-elnat/;
REL00128;Mölndal Energi Nät AB;;REL00128;7;19;11;3;Effektavgiften baseras på medelvärdet av dina tre timmar med högst förbrukning från skilda dagar under en månad. Olika pris gäller beroende på om det är höglasttid (HL) eller låglasttid (LL). ;https://www.molndalenergi.se/foretag/elnat/avgifter-ersattningar-effektkund-lagspanning;
REL00130;Nacka Energi AB;;REL00130;6;22;11;3;Effektavgiften debiteras på genomsnittet av dina tre högsta timmedeleffektvärden per månad.;https://www.nackaenergi.se/kundservice-och-faq/vara-elnatspriser/priser-foretag-1-juli-2025;
REL00182;Njudung Energi Sävsjö AB;;REL00182;-;-;-;-;Abonnerad effekt bestäms på årsbasis, vi antar att det är toppen i laddprofilen. Överrutag är med, men vi exkluderar det.;https://njudung.se/elnat/elnatsavgifter/;
REL00230;Njudung Energi Vetlanda AB;;REL00230;-;-;-;-;Abonnerad effekt bestäms på årsbasis, vi antar att det är toppen i laddprofilen. Överrutag är med, men vi exkluderar det.;https://njudung.se/elnat/elnatsavgifter/;
REL03060;Njudung Sävsjö Elnät AB;;REL03060;-;-;-;-;Abonnerad effekt bestäms på årsbasis, vi antar att det är toppen i laddprofilen. Överrutag är med, men vi exkluderar det.;https://njudung.se/elnat/elnatsavgifter/;
REL00936;Njudung Vetlanda Elnät AB;;REL00936;-;-;-;-;Abonnerad effekt bestäms på årsbasis, vi antar att det är toppen i laddprofilen. Överrutag är med, men vi exkluderar det.;https://njudung.se/elnat/elnatsavgifter/;
REL00133;Norrtälje Energi AB;;REL00133;6;22;11;3;Abonnerad effekt: Medelvärdet av max 1-timmeseffekt från de två högsta månaderna under året. Effektavgift (vad som förmodligen då är höglasteffekten): Beräknas på max 1-timmeseffekt för respektive månad under höglastperioden;https://www.norrtaljeenergi.se/elnat/elnatspriser-elpriser/;
REL00135;Nossebroortens Energi ek. för.;;REL00135;-;-;-;-;Har ej infört effekttariffer;https://www.nossebroenergi.se/sv/nattaxa;
REL00137;Nybro Elnät AB;;REL00137;-;-;-;-;Abonnerad effekt bestäms på årsbasis, vi antar att det är toppen i laddprofilen. Överrutag är med, men vi exkluderar det.;https://nybroenergi.se/vara-tjanster-foretag/el-foretag/elnatsavgifter-foretag/;
REL00139;Näckåns Elnät AB;;REL00139;6;20;11;3;"Månadseffektavgift : Snittet på din högsta timmedeleƯekt i kilowatt (kr/kW), oavsett tid på dygnet. Faktureras månadsvis. Högbelastningsavgift: En extra effektavgift under perioden november – mars (kr/kW). Du debiteras för snittet på dina tre högsta timmedeleffekter i kilowatt (kr/kW), som uppmäts mellan kl 06:00-20:00.
Faktureras månadsvis under perioden november – mars.";https://nackansenergi.se/wp-content/uploads/2026/01/AVGIFTSVILLKOR-EFFEKT-LAGSPANNING.pdf;
REL00140;Närkes Kils Elektriska ek för;;REL00140;-;-;-;-;;https://www.na.se/lindesberg/linde-energi-koper-narkes-kil-bolag/;Köptes av Linde energi 2014
REL00141;Nässjö Affärsverk Elnät AB;;REL00141;-;-;-;-;Effektavgift erläggs för medelvärdet av de två hösta månadsvärdena under året för uttagen medeleffekt per timme. Överuttag finns också, men vi exkluderar det;https://nav.se/priser/elnat---priser;
REL00019;Nätkraft Borås Infra AB;;REL00019;7;18;11;3;Effektavgift (kr/kW, mån) debiteras varje månad och baseras på uttagen månadseffekt under månaden.  Uttagen månadseffekt (kW) definieras som medelvärdet av de tre högst uppmätta medeleffekterna per timme från skilda dygn under månaden.   Effektavgift höglast (kr/kW, mån) debiteras under månaderna januari, februari, mars, november och december och baseras på uttagen månadseffekt höglast under månaden. Uttagen månadseffekt höglast (kW) definieras som medelvärdet av de tre högst uppmätta medeleffekterna per timme under höglasttid från skilda dygn under månaden.   ;https://natkraftboras.se/elnat/elnatsavtal/priser/sarskilda-villkor-elnat/#effektabonnemanglspmaj;
REL00143;Olofströms Kraft Nät AB;;REL00143;-;-;11;3;Abonnerad effekt bestäms på årsbasis, vi antar att det är toppen i laddprofilen. Överrutag är med, men vi exkluderar det. Effektavgift (alltså höglastavgift), tas ut under höglastperioden;https://www.olofstromskraft.se/avtalsvillkor-elnat;
REL00144;Olseröds Elektriska Distributionsförening u.p.a.;;REL00144;-;-;-;-;Har ej infört effekttariffer;https://www.oedf.se/elnat/natpriser.php;
REL00146;Oskarshamn Energi Nät AB;;REL00146;-;-;-;-;Abonnerad effekt bestäms på årsbasis, vi antar att det är toppen i laddprofilen. Överrutag är med, men vi exkluderar det. Effektavgift (alltså höglastavgift), tas ut under höglastperioden;https://www.oskarshamnenergi.se/images/pdf/N%C3%A4tavgifter_2025_Effektkunder.pdf;
REL00147;Oxelö Energi AB;;REL00147;-;-;11;3;Effektavgift (kr/kW,mån) betalas varje månad för den högsta uttagna effekten per timme under månaden. Effektavgiften är olika under året, du betalar en så kallad högbelastningsavgift för november till mars och en månadseffektavgift för april till oktober.;https://oxeloenergi.se/elnat/priser-och-avgifter-elnat-2025;
REL00148;Partille Energi Nät AB;;REL00148;-;-;-;-;Effekt är en rörlig avgift för den maximala belastningen av elnätets kapacitet. Den styrs av den högsta timförbrukningen varje månad (kW).;https://partilleenergi.se/foretag/elavtal-for-foretag/#priser;
REL03046;PiteEnergi Elnät AB;;REL03046;-;-;-;-;Abonnerad effekt bestäms på årsbasis, vi antar att det är toppen i laddprofilen. Överrutag är med, men vi exkluderar det.;https://www.piteenergi.se/elnat/elnatsavgifter-2026/;
REL00150;Ringsjö Energi AB;;REL00150;-;-;-;-;;https://www.sydsvenskan.se/nyheter/horby-sager-ja-till-forsaljning-av-elbolag/;Såldes till Kraftringen 2003 (dåvarande Lunds energi)
REL00152;Ronneby Miljö och Teknik AB;;REL00152;6;22;11;3;Abonnemangsavgiften faktureras månadsvis för den under året abonnerade effekten, vilken minst motsvarar det högsta under året förekommande värdet på levererad entimmeseffekt. Tilläggsavgift för höglasttid gäller mån-fre kl. 06.00-22.00 för januari-mars och november-december och faktureras månadsvis. ;https://www.ronneby.se/sidowebbplatser/miljoteknik/elnat/priser-villkor-for-elnat/effekt-hogspanningsel.html;
REL03072;Ronneby Miljöteknik Elnät AB;;REL03072;6;22;11;3;Abonnemangsavgiften faktureras månadsvis för den under året abonnerade effekten, vilken minst motsvarar det högsta under året förekommande värdet på levererad entimmeseffekt. Tilläggsavgift för höglasttid gäller mån-fre kl. 06.00-22.00 för januari-mars och november-december och faktureras månadsvis. ;https://www.ronneby.se/sidowebbplatser/miljoteknik/elnat/priser-villkor-for-elnat/effekt-hogspanningsel.html;
REL00154;Ryssa Elverk AB;;REL00154;-;-;-;-;;;Har flyttats till Vattenfall, Fortum, Gullspångs kraftverk mm. Oklart när flytt exakt skedde, men 2003 slutar datan i excelfilen
REL00156;Rödeby Elverk ek. för.;;REL00156;-;-;-;-;Har ej infört effekttariffer;https://rodebyelverk.net/vart-natomrade-2/;
REL00157;Sala-Heby Energi Elnät AB;;REL00157;7;19;-;-;SHE Elnäts effektavgift baseras på medelvärdet av dina tre timmar med högst förbrukning mellan 07.00–19.00 på vardagar. ;https://www.facebook.com/salahebyenergi/posts/eln%C3%A4t-och-effektavgift-vi-reder-ut-fr%C3%A5n-och-med-1-januari-2027-ska-alla-eln%C3%A4tsf%C3%B6/1391611129630636/;
REL00158;Sandhult-Sandareds Elektriska ek. för.;;REL00158;-;-;-;-;Har ej infört effekttariffer;https://ssel.se/elnat/effekttariffer/;
REL03061;Sandhult-Sandareds Elnät AB;;REL03061;-;-;-;-;Har ej infört effekttariffer;https://ssel.se/elnat/effekttariffer/;
REL00159;Sandviken Energi Elnät AB;;REL00159;-;-;-;-;en månadseffektavgift för den högsta uttagna medeleffekten per timme under varje månad. Ingen höglast sen 2024 för 80amp och större;https://sandvikenenergi.se/elnat/priserforelnat.187.html;
REL01010;Sandviken Energi Elnät AB;;REL01010;-;-;-;-;en månadseffektavgift för den högsta uttagna medeleffekten per timme under varje månad. Ingen höglast sen 2024 för 80amp och större;https://sandvikenenergi.se/elnat/priserforelnat.187.html;
REL01010;Sandviken Energi Elnät AB;F.d. Österfärnebo El ek.för.;REL01010F.d. Österfärnebo El ek.för.;-;-;-;-;en månadseffektavgift för den högsta uttagna medeleffekten per timme under varje månad. Ingen höglast sen 2024 för 80amp och större;https://sandvikenenergi.se/elnat/priserforelnat.187.html;
REL00160;SEVAB Nät AB;;REL00160;7;21;11;3;Effektavgiften beräknas på ett medel av de tre högsta timvärdena från tre olika dagar under månaden vid höglasttid.;https://www.sevab.com/foretag/elnat/effektavgift;
REL00160;SEVAB Nät AB;;REL00160;7;21;11;3;Effektavgiften beräknas på ett medel av de tre högsta timvärdena från tre olika dagar under månaden vid höglasttid.;https://www.sevab.com/foretag/elnat/effektavgift;
REL00163;Sjogerstads Elektriska Distributionsförening ek. för.;;REL00163;6;22;11;3;Effekttariffer > 200 A: Abonnemangsavgift 446 kr/kW/år, betalar en tolftedel varje månad. Högbelastavgiften tillkommer utöver abonnerad effekt under perioden november-mars, inget nämn om att det är under specifika klockslag.;https://sjogerstadsenergi.se/elnat/tariffer/;
REL00164;Sjöbo Elnät AB;;REL00164;-;-;-;-;"Det står inte hur de bedömmer abonnerad effekt; den är på månatlig basis, men inte om de tar högsta toppen eller inte. Jag tänker anta att de tar den månatliga toppen och säger att den är den månatliga abonnerade effekten. De har ingen höglast.";https://sjoboelnat.se/wp-content/uploads/2026/02/Tariffer-Effekt-2026-01-01.pdf;
REL03042;Skara Elnät AB;;REL03042;6;22;11;3; Effektavgiften för ditt företag beräknas också på högsta timvärdena under månaden. ;https://skaraenergi.se/effektavgift-2026/sa-fungerar-effekttaxan-i-skara/;
REL00165;Skara Energi AB;;REL00165;6;22;11;3; Effektavgiften för ditt företag beräknas också på högsta timvärdena under månaden. ;https://skaraenergi.se/effektavgift-2026/sa-fungerar-effekttaxan-i-skara/;
REL00120;Skellefteå Kraft Elnät AB;;REL00120;6;22;11;3;abonnerad effekt: högsta timvärdet för varje månad när det inte är höglasttid. Höglast: För månaderna januari, februari, mars, november och december tillkommer höglastpris för det högsta timvärdet under vardag klockan 06-22 för aktuell månad.;https://www.skekraft.se/foretag/elnat/priser/#box-Pris%20effektabbonemang;
REL00166;Skellefteå Kraft Elnät AB;;REL00166;6;22;11;3;abonnerad effekt: högsta timvärdet för varje månad när det inte är höglasttid. Höglast: För månaderna januari, februari, mars, november och december tillkommer höglastpris för det högsta timvärdet under vardag klockan 06-22 för aktuell månad.;https://www.skekraft.se/foretag/elnat/priser/#box-Pris%20effektabbonemang;
REL00233;Skellefteå Kraft Elnät AB;;REL00233;6;22;11;3;abonnerad effekt: högsta timvärdet för varje månad när det inte är höglasttid. Höglast: För månaderna januari, februari, mars, november och december tillkommer höglastpris för det högsta timvärdet under vardag klockan 06-22 för aktuell månad.;https://www.skekraft.se/foretag/elnat/priser/#box-Pris%20effektabbonemang;
REL00568;Skellefteå Kraft Elnät AB;;REL00568;6;22;11;3;abonnerad effekt: högsta timvärdet för varje månad när det inte är höglasttid. Höglast: För månaderna januari, februari, mars, november och december tillkommer höglastpris för det högsta timvärdet under vardag klockan 06-22 för aktuell månad.;https://www.skekraft.se/foretag/elnat/priser/#box-Pris%20effektabbonemang;
REL00824;Skellefteå Kraft Elnät AB;;REL00824;6;22;11;3;abonnerad effekt: högsta timvärdet för varje månad när det inte är höglasttid. Höglast: För månaderna januari, februari, mars, november och december tillkommer höglastpris för det högsta timvärdet under vardag klockan 06-22 för aktuell månad.;https://www.skekraft.se/foretag/elnat/priser/#box-Pris%20effektabbonemang;
REL00167;Skurups Elverk AB;;REL00167;-;-;-;-;Effektavgift erläggs för den högst uttagna 1-timmeseffekten för respektive månad. Ingen höglast. Har överuttagsavgift, men vi exkluderar det;https://www.skurupselverk.se/download/18.3310e82f191e4f4e45f195bb/1727693024721/Eln%C3%A4tstaxa%202024-09-26_1.pdf;
REL03065;Skyllberg Elnät AB;;REL03065;-;-;-;-;Har ej infört effekttariffer;https://irp.cdn-website.com/65c66db2/files/uploaded/Tarifftryck_2026-02-01.pdf;
REL00168;Skyllbergs Bruks AB;;REL00168;-;-;-;-;Har ej infört effekttariffer;https://irp.cdn-website.com/65c66db2/files/uploaded/Tarifftryck_2026-02-01.pdf;
REL00169;Skånska Energi Nät AB;;REL00169;7;21;12;2;Effektavgift beräknas utifrån medelvärdet på de tre högsta timmedeleffekterna under månaden från enskilda helgfria vardagar mellan kl. 7 och 21. Debiteras endast under månaderna januari, februari och december;https://www.skanska-energi.se/media/teqh00vd/senab-avgiftsvillkor-lsp-250101.pdf;
REL00170;Skövde Energi Elnät AB;;REL00170;6;22;11;3;HSP (10kV, 80 ampere och uppåt): Man abonnerar på en effekt som man betalar en engångssumma för (130 kr/kW). Sen, under höglasttid betalar man även för en månadseffekt ( 78 kr/kW/månad);https://skovdeenergi.se/elnat/taxor-avgifter/elnatstaxa-priser/;
REL00171;Smedjebacken Energi Nät AB;;REL00171;-;-;-;-;Abonnerad effekt bestäms på årsbasis. Överuttag debiteras, men vi exkluderar det och antar att dena bonnerade effekten är årets effekttopp;https://www.smedjebackenenergi.se/elnat/elnatspriser/effekttariffer.html;
REL03067;Sollentuna Elnät AB;;REL03067;7;19;11;3;Med hjälp av timavläsning av din elmätare tar vi fram de tre högsta värdena helgfri vardag mellan klockan 7-19 under en månad. Genomsnittet använder vi som underlag för att räkna fram effektavgiften.;https://www.seom.se/el/elnat/priser-och-villkor/;
REL00173;Sollentuna Energi och Miljö AB;;REL00173;7;19;11;3;Med hjälp av timavläsning av din elmätare tar vi fram de tre högsta värdena helgfri vardag mellan klockan 7-19 under en månad. Genomsnittet använder vi som underlag för att räkna fram effektavgiften.;https://www.seom.se/el/elnat/priser-och-villkor/;
REL00175;Staffanstorps Energi AB;;REL00175;-;-;-;-;Effektavgiften avstäms varje månad och det högsta entimmesvärdet multipliceras med effektavgiften.;https://staffanstorpsenergi.se/app/uploads/sites/2/2025/12/seab-tariff-tryck-n4-260101.pdf;
REL00177;Sturefors Eldistribution AB;;REL00177;-;-;-;-;Har inte infört effektavgifter;https://static1.squarespace.com/static/62a9c58e8d2338596a89015c/t/69694838ec6475544a86f1d8/1768507448286/Sturefors+Prislista+1+januari+2026.pdf;
REL00178;Sundsvall Elnät AB;;REL00178;6;22;11;3;Abonnerad effekt: månadens effekttopp. Höglasteffekt: månadens effekttopp under höglasttid;https://sundsvallelnat.se/min-anslutning/priser-och-avtalsvillkor/lagspanning;
REL00079;Sydkraft Elnät Hässleholm AB;;REL00079;-;-;-;-;;;Elnätet verkar vara upptaget i EON
REL00107;Sydkraft Elnät Lessebo AB;;REL00107;-;-;-;-;;;Elnätet verkar vara upptaget i EON
REL00122;Sydkraft Elnät Malmö AB;;REL00122;-;-;-;-;;;Elnätet verkar vara upptaget i EON
REL00251;Sydkraft Elnät Mälardalen AB;;REL00251;-;-;-;-;;;Elnätet verkar vara upptaget i EON
REL00145;Sydkraft Elnät Osby AB;;REL00145;-;-;-;-;;;Elnätet verkar vara upptaget i EON
REL00343;Sydkraft Östnät  AB;;REL00343;-;-;-;-;;;Elnätet verkar vara upptaget i EON
REL00132;Sydkraft Östnät AB;;REL00132;-;-;-;-;;;Elnätet verkar vara upptaget i EON
REL00183;Söderhamn Elnät AB;;REL00183;-;-;-;-;Abonnemangets storlek skall meddelas på årsbasis.;https://www.soderhamnnara.se/sidor/elnat/foretagskunder/priser.html;
REL00184;Södra Hallands Kraft ek. för.;;REL00184;6;21;11;3;Tas ut  helgfria vardagar kl. 06–21 under perioden november-mars, då elnätet är som mest belastat. Avgiften baseras på ett genomsnitt av dina tre högsta effekttoppar under månaden – alltså de timmar då du använder mest el.;https://www.sodrahallandskraft.se/elnaet/effekttariff/effekttariff-ett-smartare-saett-att-anvaenda-elnaetet/;
REL00185;Sölvesborgs Energi & Vatten AB;;REL00185;-;-;-;-;Har ej infört effekttariffer;https://solvesborgenergi.se/startsida/nyheter/nyhet/2025-12-04-darfor-infors-effektavgifter-och-sa-paverkas-du;
REL00965;Sörbylunds Elnät HB;;REL00965;-;-;-;-;De har 7 kunder och visar inga avtal;https://sorbylundsel.se/;
REL00093;Tekniska verken Katrineholm Nät AB;;REL00093;-;-;-;-;Effektavgift (kr/kW/månad) betalas varje månad för den högsta uttagna effekten per timme under månaden. Effektavgiften varierar under året, vinterperioden pågår november–mars och sommarperioden april-oktober. Effekttoppar mäts som timmedeleffekt, vilket är genomsnittet av den effekt som används under en timme.;https://www.tekniskaverken.se/kundservice/priser-avtal/priser-elnat-2025/;Denna ändras 2026 till en tredelad period, låg/mellan/hög
REL00111;Tekniska verken Linköping Nät AB;;REL00111;-;-;-;-;Effektavgift (kr/kW/månad) betalas varje månad för den högsta uttagna effekten per timme under månaden. Effektavgiften varierar under året, vinterperioden pågår november–mars och sommarperioden april-oktober. Effekttoppar mäts som timmedeleffekt, vilket är genomsnittet av den effekt som används under en timme.;https://www.tekniskaverken.se/kundservice/priser-avtal/priser-elnat-2025/;Denna ändras 2026 till en tredelad period, låg/mellan/hög
REL03068;Telge Elnät AB;;REL03068;7;20;11;3;Höglast: Under perioden 1 november - 31 mars klockan 07.00-20.00, helgfria vardagar, gäller höglasttid. Undantag är julafton och nyårsafton, då är det låglasttid och ni betalar inte någon effektavgift under dessa dagar. Alla andra dagar och timmar på dygnet är det låglast. Effektavgift tas bara ut under höglasttid;https://www.telge.se/foretag/elnat/kundservice/elnatskostnad/elnatspriser/;
REL00186;Telge Nät AB;;REL00186;7;20;11;3;Höglast: Under perioden 1 november - 31 mars klockan 07.00-20.00, helgfria vardagar, gäller höglasttid. Undantag är julafton och nyårsafton, då är det låglasttid och ni betalar inte någon effektavgift under dessa dagar. Alla andra dagar och timmar på dygnet är det låglast. Effektavgift tas bara ut under höglasttid;https://www.telge.se/foretag/elnat/kundservice/elnatskostnad/elnatspriser/;
REL00187;Tibro Elnät AB;;REL00187;-;-;11;3;Effektabonnemang högspänning: Abonnemangsavgift 195 kr/kW/år.Högbelastningsavgiften (396 kr/kW/år) eräläggs för medelvärdet av de 5 högsta månadsvärdena (medeleffekt per entimmesperiod) under höglasttiden.;https://www.tibroenergi.se/elnatsavgifter;
REL00332;Tidaholms Elnät AB;;REL00332;6;22;11;3;Abonnerad effekt bestäms på årsbasis, vi antar att det är toppen i laddprofilen. Överrutag är med, men vi exkluderar det.;https://tidaholmsenergi.se/wp-content/uploads/2026/02/Natpriser-2026-01-01_V3.pdf;
REL00188;Tidaholms Energi AB;;REL00188;6;22;11;3;Abonnerad effekt bestäms på årsbasis, vi antar att det är toppen i laddprofilen. Överrutag är med, men vi exkluderar det.;https://tidaholmsenergi.se/wp-content/uploads/2026/02/Natpriser-2026-01-01_V3.pdf;
REL00189;Tranås Energi AB;;REL00189;-;-;-;-;Effektavgiften erläggs månadsvis för den högsta uttagna medeleffekten, kW/timma, för respektive månad. Varje månads effektvärde multipliceras med en tolftedel av effektavgiften.;https://tranasenergi.se/foretag/elnat/priser-och-villkor/;
REL00937;Tranås Energi Elnät AB;;REL00937;-;-;-;-;Effektavgiften erläggs månadsvis för den högsta uttagna medeleffekten, kW/timma, för respektive månad. Varje månads effektvärde multipliceras med en tolftedel av effektavgiften.;https://tranasenergi.se/foretag/elnat/priser-och-villkor/;
REL03019;Trelleborgs Elnät AB;;REL03019;-;-;10;1;Abonnerad effekt bestäms på årsbasis, vi antar att det är toppen i laddprofilen. Överrutag är med, men vi exkluderar det.;https://trelleborgsenergi.se/el-som-gor-skillnad/elnat/elnatsavgift/elnatsavgifter-for-effektkunder/;
REL00190;Trelleborgs kommun;;REL00190;-;-;10;1;Abonnerad effekt bestäms på årsbasis, vi antar att det är toppen i laddprofilen. Överrutag är med, men vi exkluderar det.;https://trelleborgsenergi.se/el-som-gor-skillnad/elnat/elnatsavgift/elnatsavgifter-for-effektkunder/;
REL00191;Trollhättan Energi Elnät AB;;REL00191;-;-;11;3;Effektavgift – gäller under november–mars och beräknas på snittet av de tre högsta effekttopparna under höglasttid, fördelade på tre olika dygn under månaden.;https://www.trollhattanenergi.se/foretag/elnat/;
REL00193;Töre Energi ek. för.;;REL00193;6;22;11;3;Abonnerad effekt: Den av kunden abonnerade effekten är den uppskattade effekt som måste tillföras till anläggningen den dag på året som förbrukningen är störst. Högbelastningsavgift: Högbelastningsavgift erläggs för utnyttjad höglasteffekt. Höglasteffekt beräknas på ett genomsnitt av de högsta entimmes effekterna från de olika månaderna under höglastmånaderna. ;https://www.toreenergi.se/wp-content/uploads/2025/11/Effekt-2026.pdf;
REL00195;Uddevalla Energi Elnät AB;;REL00195;-;-;-;-;Abonnemangets storlek skall meddelas på årsbasis. Det finns överuttag, men vi antar att det inte slår i, utan abonnemangets storlek är toppen för året. ;https://www.uddevallaenergi.se/foretag/elnat.html#Priserochavtal;
REL00196;Ulricehamns Energi AB;;REL00196;6;22;11;3;Bestäms på årsbasis. Den abonnerade effekten fastställs som ett medelvärde av de två högsta månadsvärdena under månaderna november till mars. ;https://ueab.se/wp-content/uploads/2026/02/Prislista_Elnat_2026_V1.1_Publicerad.pdf;
REL03044;Ulricehamns Energi Elnät AB;;REL03044;6;22;11;3;Bestäms på årsbasis. Den abonnerade effekten fastställs som ett medelvärde av de två högsta månadsvärdena under månaderna november till mars. ;https://ueab.se/wp-content/uploads/2026/02/Prislista_Elnat_2026_V1.1_Publicerad.pdf;
REL00197;Umeå Energi Elnät AB;;REL00197;-;-;11;3;Abonnemangets storlek skall meddelas på årsbasis. Det finns överuttag, men vi antar att det inte slår i, utan abonnemangets storlek är toppen för året. ;https://www.umeaenergi.se/foretag/elnat/elnatspriser;
REL00584;Umeå Energi Elnät AB;;REL00584;-;-;11;3;Abonnemangets storlek skall meddelas på årsbasis. Det finns överuttag, men vi antar att det inte slår i, utan abonnemangets storlek är toppen för året. ;https://www.umeaenergi.se/foretag/elnat/elnatspriser;
REL00012;Upplands Energi ek. för.;;REL00012;-;-;-;-;Har ej infört effekttariffer;https://www.upplandsenergi.se/omoss/54826.effekttariff-vad_innebar_det.html;
REL00236;Upplands Väsby kommun Teknik & Service;;REL00236;-;-;-;-;;https://www.upplandsvasby.se/bygga-bo-och-miljo/energi-och-uppvarmning/elnat;Har upptagits av EON
REL00099;Uppvidinge Eldistribution AB;;REL00099;-;-;-;-;;;Har upptagits av EON
REL00199;Uppvidinge Eldistribution AB;;REL00199;-;-;-;-;;;Har upptagits av EON
REL00237;Uppvidinge Eldistribution AB;;REL00237;-;-;-;-;;;Har upptagits av EON
REL03016;Vaggeryds Elverk AB;;REL03016;-;-;-;-;Abonnemangets storlek skall meddelas på årsbasis. Det finns överuttag, men vi antar att det inte slår i, utan abonnemangets storlek är toppen för året. ;https://www.vaggerydsenergi.se/tjanster/elnat/elnatsavgifter/lagspanning-effektabonnemang/;
REL00200;Vaggeryds kommun Elverket;;REL00200;-;-;-;-;Abonnemangets storlek skall meddelas på årsbasis. Det finns överuttag, men vi antar att det inte slår i, utan abonnemangets storlek är toppen för året. ;https://www.vaggerydsenergi.se/tjanster/elnat/elnatsavgifter/lagspanning-effektabonnemang/;
REL00201;Vallebygdens Energi ek. för.;;REL00201;-;-;-;-;Har ej infört effekttariffer;https://vallebygdens.se/vallebygdens-energi-ekonomisk-forening/elnat/effekttaxa/;
REL00203;Vara Energi ek. för.;;REL00203;-;-;-;-;Effektavgift debiteras per månad för verkligt effektuttag. Antar att det är effekttoppen. Finns överuttag, men det exkluderas;https://www.varaenergi.se/elnat/natariff/lagspanningstaxa/;
REL00204;Varberg Energi Elnät AB;;REL00204;6;22;11;3;Effektavgiften baseras på snittet av de tre högsta effekttopparna, det vill säga de tre timmar med högst timmedeleffekt, fördelade på tre olika dygn under månaden.;https://www.varbergenergi.se/privat/elnat/elnatspriser/ny-prismodell-for-varberg-energi-elnat;
REL00205;Varbergsortens Elkraft ek. för.;;REL00205;6;22;11;3;Effektavgiften baseras på snittet av de tre högsta effekttopparna, det vill säga de tre timmar med högst timmedeleffekt, fördelade på tre olika dygn under månaden.;https://www.varbergenergi.se/privat/elnat/elnatspriser/ny-prismodell-for-varberg-energi-elnat;
